state,district,pincode,total_bio_5_17,total_bio_17,total_updates
Andhra Pradesh,Sri Sathya Sai,515110,163,146,309
Andhra Pradesh,Sri Sathya Sai,515122,121,85,206
Andhra Pradesh,Sri Sathya Sai,515123,82,134,216
Andhra Pradesh,Sri Sathya Sai,515124,95,82,177
Andhra Pradesh,Sri Sathya Sai,515133,76,57,133
Andhra Pradesh,Sri Sathya Sai,515134,129,75,204
Andhra Pradesh,Sri Sathya Sai,515144,41,23,64
Andhra Pradesh,Sri Sathya Sai,515154,25,24,49
Andhra Pradesh,Sri Sathya Sai,515159,28,24,52
Andhra Pradesh,Sri Sathya Sai,515164,30,22,52
Andhra Pradesh,Sri Sathya Sai,515201,575,490,1065
Andhra Pradesh,Sri Sathya Sai,515202,6,1,7
Andhra Pradesh,Sri Sathya Sai,515211,96,67,163
Andhra Pradesh,Sri Sathya Sai,515212,146,92,238
Andhra Pradesh,Sri Sathya Sai,515231,256,197,453
Andhra Pradesh,Sri Sathya Sai,515241,119,95,214
Andhra Pradesh,Sri Sathya Sai,515261,64,68,132
Andhra Pradesh,Sri Sathya Sai,515271,60,101,161
Andhra Pradesh,Sri Sathya Sai,515281,242,198,440
Andhra Pradesh,Sri Sathya Sai,515286,30,23,53
Andhra Pradesh,Sri Sathya Sai,515291,74,51,125
Andhra Pradesh,Sri Sathya Sai,515301,129,117,246
Andhra Pradesh,Sri Sathya Sai,515303,10,22,32
Andhra Pradesh,Sri Sathya Sai,515305,80,90,170
Andhra Pradesh,Sri Sathya Sai,515311,105,135,240
Andhra Pradesh,Sri Sathya Sai,515321,30,24,54
Andhra Pradesh,Sri Sathya Sai,515331,102,70,172
Andhra Pradesh,Sri Sathya Sai,515341,8,7,15
Andhra Pradesh,Sri Sathya Sai,515501,220,179,399
Andhra Pradesh,Sri Sathya Sai,515511,153,137,290
Andhra Pradesh,Sri Sathya Sai,515521,131,111,242
Andhra Pradesh,Sri Sathya Sai,515531,18,11,29
Andhra Pradesh,Sri Sathya Sai,515541,51,40,91
Andhra Pradesh,Sri Sathya Sai,515551,93,67,160
Andhra Pradesh,Sri Sathya Sai,515556,14,20,34
Andhra Pradesh,Sri Sathya Sai,515561,61,50,111
Andhra Pradesh,Sri Sathya Sai,515571,307,199,506
Andhra Pradesh,Sri Sathya Sai,515581,189,140,329
Andhra Pradesh,Sri Sathya Sai,515591,364,254,618
Andhra Pradesh,Sri Sathya Sai,515601,6,14,20
Andhra Pradesh,Sri Sathya Sai,515621,32,34,66
Andhra Pradesh,Sri Sathya Sai,515631,35,56,91
Andhra Pradesh,Sri Sathya Sai,515641,42,37,79
Andhra Pradesh,Sri Sathya Sai,515651,8,13,21
Andhra Pradesh,Sri Sathya Sai,515661,158,107,265
Andhra Pradesh,Sri Sathya Sai,515671,623,523,1146
Andhra Pradesh,Sri Sathya Sai,515672,166,124,290
Andhra Pradesh,Sri Sathya Sai,535501,1,0,1
Andhra Pradesh,Sri Sathya Sai,535522,3,0,3
Andhra Pradesh,Sri Sathya Sai,535527,2,0,2
Andhra Pradesh,Srikakulam,532001,4176,2378,6554
Andhra Pradesh,Srikakulam,532005,1194,665,1859
Andhra Pradesh,Srikakulam,532122,1412,749,2161
Andhra Pradesh,Srikakulam,532123,2099,1295,3394
Andhra Pradesh,Srikakulam,532127,3905,2112,6017
Andhra Pradesh,Srikakulam,532148,1871,853,2724
Andhra Pradesh,Srikakulam,532168,4084,2358,6442
Andhra Pradesh,Srikakulam,532185,4426,2405,6831
Andhra Pradesh,Srikakulam,532190,878,427,1305
Andhra Pradesh,Srikakulam,532195,3310,1662,4972
Andhra Pradesh,Srikakulam,532201,5339,2965,8304
Andhra Pradesh,Srikakulam,532211,1528,896,2424
Andhra Pradesh,Srikakulam,532212,1301,706,2007
Andhra Pradesh,Srikakulam,532213,1995,1179,3174
Andhra Pradesh,Srikakulam,532214,1625,967,2592
Andhra Pradesh,Srikakulam,532215,1052,487,1539
Andhra Pradesh,Srikakulam,532216,751,350,1101
Andhra Pradesh,Srikakulam,532218,1704,1081,2785
Andhra Pradesh,Srikakulam,532219,536,367,903
Andhra Pradesh,Srikakulam,532220,1227,660,1887
Andhra Pradesh,Srikakulam,532221,2295,1235,3530
Andhra Pradesh,Srikakulam,532222,2794,1395,4189
Andhra Pradesh,Srikakulam,532242,1432,1252,2684
Andhra Pradesh,Srikakulam,532243,1551,1015,2566
Andhra Pradesh,Srikakulam,532263,1084,547,1631
Andhra Pradesh,Srikakulam,532264,1797,1124,2921
Andhra Pradesh,Srikakulam,532284,2181,896,3077
Andhra Pradesh,Srikakulam,532290,1515,802,2317
Andhra Pradesh,Srikakulam,532291,958,544,1502
Andhra Pradesh,Srikakulam,532292,1304,572,1876
Andhra Pradesh,Srikakulam,532312,4930,2207,7137
Andhra Pradesh,Srikakulam,532322,1799,724,2523
Andhra Pradesh,Srikakulam,532401,2326,1329,3655
Andhra Pradesh,Srikakulam,532402,1043,764,1807
Andhra Pradesh,Srikakulam,532403,3580,1712,5292
Andhra Pradesh,Srikakulam,532404,1308,617,1925
Andhra Pradesh,Srikakulam,532405,1285,682,1967
Andhra Pradesh,Srikakulam,532406,760,367,1127
Andhra Pradesh,Srikakulam,532407,6242,3230,9472
Andhra Pradesh,Srikakulam,532408,1421,648,2069
Andhra Pradesh,Srikakulam,532409,2534,1101,3635
Andhra Pradesh,Srikakulam,532410,1198,627,1825
Andhra Pradesh,Srikakulam,532421,3361,1627,4988
Andhra Pradesh,Srikakulam,532425,1222,714,1936
Andhra Pradesh,Srikakulam,532426,1112,438,1550
Andhra Pradesh,Srikakulam,532427,913,499,1412
Andhra Pradesh,Srikakulam,532428,502,306,808
Andhra Pradesh,Srikakulam,532429,1199,574,1773
Andhra Pradesh,Srikakulam,532430,1915,1046,2961
Andhra Pradesh,Srikakulam,532432,1060,550,1610
Andhra Pradesh,Srikakulam,532440,3289,1960,5249
Andhra Pradesh,Srikakulam,532443,1386,857,2243
Andhra Pradesh,Srikakulam,532445,1800,1010,2810
Andhra Pradesh,Srikakulam,532455,2922,1451,4373
Andhra Pradesh,Srikakulam,532456,1103,566,1669
Andhra Pradesh,Srikakulam,532457,1151,615,1766
Andhra Pradesh,Srikakulam,532458,2109,1230,3339
Andhra Pradesh,Srikakulam,532459,2498,1479,3977
Andhra Pradesh,Srikakulam,532460,2939,1896,4835
Andhra Pradesh,Srikakulam,532461,719,408,1127
Andhra Pradesh,Srikakulam,532462,1065,553,1618
Andhra Pradesh,Srikakulam,532474,824,365,1189
Andhra Pradesh,Srikakulam,532484,1345,832,2177
Andhra Pradesh,Srikakulam,535125,433,163,596
Andhra Pradesh,Srikakulam,535128,135,90,225
Andhra Pradesh,Srikakulam,535557,426,245,671
Andhra Pradesh,Srikakulam,535593,0,3,3
Andhra Pradesh,Tirupati,517101,38,25,63
Andhra Pradesh,Tirupati,517102,92,67,159
Andhra Pradesh,Tirupati,517112,163,128,291
Andhra Pradesh,Tirupati,517152,31,24,55
Andhra Pradesh,Tirupati,517193,16,15,31
Andhra Pradesh,Tirupati,517194,76,68,144
Andhra Pradesh,Tirupati,517214,5,4,9
Andhra Pradesh,Tirupati,517501,809,1032,1841
Andhra Pradesh,Tirupati,517502,118,119,237
Andhra Pradesh,Tirupati,517503,181,181,362
Andhra Pradesh,Tirupati,517504,2,4,6
Andhra Pradesh,Tirupati,517505,187,136,323
Andhra Pradesh,Tirupati,517506,5,3,8
Andhra Pradesh,Tirupati,517507,337,329,666
Andhra Pradesh,Tirupati,517520,259,179,438
Andhra Pradesh,Tirupati,517526,25,13,38
Andhra Pradesh,Tirupati,517536,16,12,28
Andhra Pradesh,Tirupati,517541,41,40,81
Andhra Pradesh,Tirupati,517551,81,37,118
Andhra Pradesh,Tirupati,517561,81,56,137
Andhra Pradesh,Tirupati,517571,43,40,83
Andhra Pradesh,Tirupati,517581,127,103,230
Andhra Pradesh,Tirupati,517583,264,341,605
Andhra Pradesh,Tirupati,517584,35,36,71
Andhra Pradesh,Tirupati,517587,71,44,115
Andhra Pradesh,Tirupati,517588,102,44,146
Andhra Pradesh,Tirupati,517589,113,72,185
Andhra Pradesh,Tirupati,517619,67,49,116
Andhra Pradesh,Tirupati,517620,52,31,83
Andhra Pradesh,Tirupati,517640,108,41,149
Andhra Pradesh,Tirupati,517641,23,23,46
Andhra Pradesh,Tirupati,517642,12,15,27
Andhra Pradesh,Tirupati,517643,84,44,128
Andhra Pradesh,Tirupati,517644,191,139,330
Andhra Pradesh,Tirupati,517645,12,3,15
Andhra Pradesh,Tirupati,524101,177,209,386
Andhra Pradesh,Tirupati,524121,159,124,283
Andhra Pradesh,Tirupati,524123,92,51,143
Andhra Pradesh,Tirupati,524124,4,2,6
Andhra Pradesh,Tirupati,524126,302,244,546
Andhra Pradesh,Tirupati,524127,34,38,72
Andhra Pradesh,Tirupati,524129,41,15,56
Andhra Pradesh,Tirupati,524131,16,6,22
Andhra Pradesh,Tirupati,524132,276,146,422
Andhra Pradesh,Tirupati,524134,115,57,172
Andhra Pradesh,Tirupati,524401,20,25,45
Andhra Pradesh,Tirupati,524402,53,31,84
Andhra Pradesh,Tirupati,524403,10,8,18
Andhra Pradesh,Tirupati,524404,81,35,116
Andhra Pradesh,Tirupati,524406,27,17,44
Andhra Pradesh,Tirupati,524407,3,3,6
Andhra Pradesh,Tirupati,524409,1,3,4
Andhra Pradesh,Tirupati,524410,14,3,17
Andhra Pradesh,Tirupati,524411,46,32,78
Andhra Pradesh,Tirupati,524412,184,149,333
Andhra Pradesh,Tirupati,524413,40,15,55
Andhra Pradesh,Tirupati,524415,51,34,85
Andhra Pradesh,Tirupati,524421,20,21,41
Andhra Pradesh,Visakhapatnam,530001,4383,2593,6976
Andhra Pradesh,Visakhapatnam,530002,1699,1241,2940
Andhra Pradesh,Visakhapatnam,530003,541,575,1116
Andhra Pradesh,Visakhapatnam,530004,1795,1439,3234
Andhra Pradesh,Visakhapatnam,530005,596,353,949
Andhra Pradesh,Visakhapatnam,530007,1495,1134,2629
Andhra Pradesh,Visakhapatnam,530008,3216,2355,5571
Andhra Pradesh,Visakhapatnam,530009,722,563,1285
Andhra Pradesh,Visakhapatnam,530011,2896,1740,4636
Andhra Pradesh,Visakhapatnam,530012,1755,1646,3401
Andhra Pradesh,Visakhapatnam,530013,1982,1729,3711
Andhra Pradesh,Visakhapatnam,530014,14,10,24
Andhra Pradesh,Visakhapatnam,530015,1,1,2
Andhra Pradesh,Visakhapatnam,530016,4613,3645,8258
Andhra Pradesh,Visakhapatnam,530017,3932,2541,6473
Andhra Pradesh,Visakhapatnam,530018,1400,1029,2429
Andhra Pradesh,Visakhapatnam,530020,674,498,1172
Andhra Pradesh,Visakhapatnam,530022,942,606,1548
Andhra Pradesh,Visakhapatnam,530024,893,683,1576
Andhra Pradesh,Visakhapatnam,530026,4709,3130,7839
Andhra Pradesh,Visakhapatnam,530027,3378,2008,5386
Andhra Pradesh,Visakhapatnam,530028,742,406,1148
Andhra Pradesh,Visakhapatnam,530029,654,387,1041
Andhra Pradesh,Visakhapatnam,530031,531,281,812
Andhra Pradesh,Visakhapatnam,530032,202,180,382
Andhra Pradesh,Visakhapatnam,530035,0,1,1
Andhra Pradesh,Visakhapatnam,530040,3685,2412,6097
Andhra Pradesh,Visakhapatnam,530041,1320,955,2275
Andhra Pradesh,Visakhapatnam,530043,357,298,655
Andhra Pradesh,Visakhapatnam,530044,3285,1758,5043
Andhra Pradesh,Visakhapatnam,530045,859,656,1515
Andhra Pradesh,Visakhapatnam,530046,3177,1972,5149
Andhra Pradesh,Visakhapatnam,530047,1616,1086,2702
Andhra Pradesh,Visakhapatnam,530048,2672,1581,4253
Andhra Pradesh,Visakhapatnam,530049,175,133,308
Andhra Pradesh,Visakhapatnam,530051,1112,817,1929
Andhra Pradesh,Visakhapatnam,530052,869,417,1286
Andhra Pradesh,Visakhapatnam,530053,147,91,238
Andhra Pradesh,Visakhapatnam,531001,3642,1435,5077
Andhra Pradesh,Visakhapatnam,531002,1235,569,1804
Andhra Pradesh,Visakhapatnam,531011,2124,828,2952
Andhra Pradesh,Visakhapatnam,531019,1092,400,1492
Andhra Pradesh,Visakhapatnam,531020,947,464,1411
Andhra Pradesh,Visakhapatnam,531021,1478,713,2191
Andhra Pradesh,Visakhapatnam,531022,794,449,1243
Andhra Pradesh,Visakhapatnam,531023,942,457,1399
Andhra Pradesh,Visakhapatnam,531024,3061,1866,4927
Andhra Pradesh,Visakhapatnam,531025,2172,910,3082
Andhra Pradesh,Visakhapatnam,531026,2123,851,2974
Andhra Pradesh,Visakhapatnam,531027,2347,1008,3355
Andhra Pradesh,Visakhapatnam,531028,1519,1156,2675
Andhra Pradesh,Visakhapatnam,531029,4859,3429,8288
Andhra Pradesh,Visakhapatnam,531030,2448,1560,4008
Andhra Pradesh,Visakhapatnam,531031,2647,1079,3726
Andhra Pradesh,Visakhapatnam,531032,1929,759,2688
Andhra Pradesh,Visakhapatnam,531033,1842,846,2688
Andhra Pradesh,Visakhapatnam,531034,1487,731,2218
Andhra Pradesh,Visakhapatnam,531035,3048,1626,4674
Andhra Pradesh,Visakhapatnam,531036,3460,1843,5303
Andhra Pradesh,Visakhapatnam,531040,6796,3572,10368
Andhra Pradesh,Visakhapatnam,531055,4039,1821,5860
Andhra Pradesh,Visakhapatnam,531060,864,474,1338
Andhra Pradesh,Visakhapatnam,531061,2600,1072,3672
Andhra Pradesh,Visakhapatnam,531075,937,465,1402
Andhra Pradesh,Visakhapatnam,531077,5112,2860,7972
Andhra Pradesh,Visakhapatnam,531081,3150,1034,4184
Andhra Pradesh,Visakhapatnam,531082,681,241,922
Andhra Pradesh,Visakhapatnam,531083,1755,810,2565
Andhra Pradesh,Visakhapatnam,531084,1886,1051,2937
Andhra Pradesh,Visakhapatnam,531085,1676,823,2499
Andhra Pradesh,Visakhapatnam,531087,1216,560,1776
Andhra Pradesh,Visakhapatnam,531105,1070,1460,2530
Andhra Pradesh,Visakhapatnam,531111,4215,2073,6288
Andhra Pradesh,Visakhapatnam,531113,2713,1564,4277
Andhra Pradesh,Visakhapatnam,531114,2814,1131,3945
Andhra Pradesh,Visakhapatnam,531115,2200,1044,3244
Andhra Pradesh,Visakhapatnam,531116,6415,3094,9509
Andhra Pradesh,Visakhapatnam,531117,1459,710,2169
Andhra Pradesh,Visakhapatnam,531118,8,1,9
Andhra Pradesh,Visakhapatnam,531126,3319,1390,4709
Andhra Pradesh,Visakhapatnam,531127,1823,662,2485
Andhra Pradesh,Visakhapatnam,531133,2638,1337,3975
Andhra Pradesh,Visakhapatnam,531149,5124,4552,9676
Andhra Pradesh,Visakhapatnam,531151,5875,4225,10100
Andhra Pradesh,Visakhapatnam,531162,3959,1916,5875
Andhra Pradesh,Visakhapatnam,531163,3293,2240,5533
Andhra Pradesh,Visakhapatnam,531173,4028,2734,6762
Andhra Pradesh,Visakhapatnam,531219,1918,769,2687
Andhra Pradesh,Visakhapatnam,533483,0,2,2
Andhra Pradesh,Visakhapatnam,535005,254,176,430
Andhra Pradesh,Visakhapatnam,535145,2274,3067,5341
Andhra Pradesh,Visakhapatnam,535183,443,234,677
Andhra Pradesh,Visakhapatnam,535250,76,28,104
Andhra Pradesh,Visakhapatnam,535273,520,797,1317
Andhra Pradesh,Vizianagaram,531162,1059,501,1560
Andhra Pradesh,Vizianagaram,531173,134,89,223
Andhra Pradesh,Vizianagaram,532122,683,334,1017
Andhra Pradesh,Vizianagaram,532123,71,62,133
Andhra Pradesh,Vizianagaram,532127,1005,682,1687
Andhra Pradesh,Vizianagaram,532148,8,8,16
Andhra Pradesh,Vizianagaram,532168,103,113,216
Andhra Pradesh,Vizianagaram,532407,5,11,16
Andhra Pradesh,Vizianagaram,532440,25,31,56
Andhra Pradesh,Vizianagaram,532445,3,0,3
Andhra Pradesh,Vizianagaram,532460,0,7,7
Andhra Pradesh,Vizianagaram,532461,45,41,86
Andhra Pradesh,Vizianagaram,532462,3,3,6
Andhra Pradesh,Vizianagaram,535001,1119,677,1796
Andhra Pradesh,Vizianagaram,535002,4332,2572,6904
Andhra Pradesh,Vizianagaram,535003,3761,2131,5892
Andhra Pradesh,Vizianagaram,535004,1292,730,2022
Andhra Pradesh,Vizianagaram,535005,988,588,1576
Andhra Pradesh,Vizianagaram,535006,1122,518,1640
Andhra Pradesh,Vizianagaram,535101,2142,1037,3179
Andhra Pradesh,Vizianagaram,535102,1223,734,1957
Andhra Pradesh,Vizianagaram,535124,1135,831,1966
Andhra Pradesh,Vizianagaram,535125,1608,679,2287
Andhra Pradesh,Vizianagaram,535126,1157,968,2125
Andhra Pradesh,Vizianagaram,535128,2930,1152,4082
Andhra Pradesh,Vizianagaram,535145,2673,1603,4276
Andhra Pradesh,Vizianagaram,535148,721,359,1080
Andhra Pradesh,Vizianagaram,535160,774,403,1177
Andhra Pradesh,Vizianagaram,535161,1692,862,2554
Andhra Pradesh,Vizianagaram,535183,3609,1906,5515
Andhra Pradesh,Vizianagaram,535204,2884,1113,3997
Andhra Pradesh,Vizianagaram,535213,1084,459,1543
Andhra Pradesh,Vizianagaram,535214,495,310,805
Andhra Pradesh,Vizianagaram,535215,1647,849,2496
Andhra Pradesh,Vizianagaram,535216,2464,1007,3471
Andhra Pradesh,Vizianagaram,535217,2489,1032,3521
Andhra Pradesh,Vizianagaram,535218,2140,1280,3420
Andhra Pradesh,Vizianagaram,535220,959,359,1318
Andhra Pradesh,Vizianagaram,535221,659,365,1024
Andhra Pradesh,Vizianagaram,535240,1050,440,1490
Andhra Pradesh,Vizianagaram,535250,1602,828,2430
Andhra Pradesh,Vizianagaram,535260,1303,655,1958
Andhra Pradesh,Vizianagaram,535270,2615,1413,4028
Andhra Pradesh,Vizianagaram,535273,692,357,1049
Andhra Pradesh,Vizianagaram,535280,919,435,1354
Andhra Pradesh,Vizianagaram,535281,1243,576,1819
Andhra Pradesh,Vizianagaram,535463,1216,624,1840
Andhra Pradesh,Vizianagaram,535501,2417,1682,4099
Andhra Pradesh,Vizianagaram,535502,6,4,10
Andhra Pradesh,Vizianagaram,535521,2657,2218,4875
Andhra Pradesh,Vizianagaram,535522,1141,938,2079
Andhra Pradesh,Vizianagaram,535523,1521,1381,2902
Andhra Pradesh,Vizianagaram,535524,1133,962,2095
Andhra Pradesh,Vizianagaram,535525,1147,583,1730
Andhra Pradesh,Vizianagaram,535526,1567,1080,2647
Andhra Pradesh,Vizianagaram,535527,1128,796,1924
Andhra Pradesh,Vizianagaram,535534,1393,801,2194
Andhra Pradesh,Vizianagaram,535546,1976,1411,3387
Andhra Pradesh,Vizianagaram,535547,1899,1733,3632
Andhra Pradesh,Vizianagaram,535557,1989,1199,3188
Andhra Pradesh,Vizianagaram,535558,3993,2819,6812
Andhra Pradesh,Vizianagaram,535568,693,446,1139
Andhra Pradesh,Vizianagaram,535573,1054,620,1674
Andhra Pradesh,Vizianagaram,535578,1777,1288,3065
Andhra Pradesh,Vizianagaram,535579,2758,1431,4189
Andhra Pradesh,Vizianagaram,535580,1903,1054,2957
Andhra Pradesh,Vizianagaram,535581,600,349,949
Andhra Pradesh,Vizianagaram,535591,4561,2383,6944
Andhra Pradesh,Vizianagaram,535592,1401,792,2193
Andhra Pradesh,Vizianagaram,535593,1699,998,2697
Andhra Pradesh,Warangal,506001,771,3055,3826
Andhra Pradesh,Warangal,506002,1124,3064,4188
Andhra Pradesh,Warangal,506003,396,1186,1582
Andhra Pradesh,Warangal,506004,67,148,215
Andhra Pradesh,Warangal,506005,230,649,879
Andhra Pradesh,Warangal,506006,409,1896,2305
Andhra Pradesh,Warangal,506007,13,73,86
Andhra Pradesh,Warangal,506009,167,717,884
Andhra Pradesh,Warangal,506011,12,48,60
Andhra Pradesh,Warangal,506013,67,162,229
Andhra Pradesh,Warangal,506015,169,964,1133
Andhra Pradesh,Warangal,506101,400,1226,1626
Andhra Pradesh,Warangal,506104,13,124,137
Andhra Pradesh,Warangal,506105,240,466,706
Andhra Pradesh,Warangal,506112,498,843,1341
Andhra Pradesh,Warangal,506122,20,243,263
Andhra Pradesh,Warangal,506132,17,309,326
Andhra Pradesh,Warangal,506134,297,675,972
Andhra Pradesh,Warangal,506135,4,254,258
Andhra Pradesh,Warangal,506142,288,603,891
Andhra Pradesh,Warangal,506143,331,589,920
Andhra Pradesh,Warangal,506144,92,199,291
Andhra Pradesh,Warangal,506145,172,418,590
Andhra Pradesh,Warangal,506151,129,345,474
Andhra Pradesh,Warangal,506163,446,856,1302
Andhra Pradesh,Warangal,506164,363,971,1334
Andhra Pradesh,Warangal,506165,351,995,1346
Andhra Pradesh,Warangal,506166,19,36,55
Andhra Pradesh,Warangal,506167,658,1039,1697
Andhra Pradesh,Warangal,506168,126,683,809
Andhra Pradesh,Warangal,506169,12,410,422
Andhra Pradesh,Warangal,506172,8,214,222
Andhra Pradesh,Warangal,506201,47,66,113
Andhra Pradesh,Warangal,506221,34,49,83
Andhra Pradesh,Warangal,506222,7,12,19
Andhra Pradesh,Warangal,506223,9,18,27
Andhra Pradesh,Warangal,506224,20,23,43
Andhra Pradesh,Warangal,506244,75,111,186
Andhra Pradesh,Warangal,506252,111,179,290
Andhra Pradesh,Warangal,506301,175,222,397
Andhra Pradesh,Warangal,506302,199,490,689
Andhra Pradesh,Warangal,506303,170,359,529
Andhra Pradesh,Warangal,506310,274,581,855
Andhra Pradesh,Warangal,506313,379,712,1091
Andhra Pradesh,Warangal,506314,405,723,1128
Andhra Pradesh,Warangal,506315,13,22,35
Andhra Pradesh,Warangal,506316,163,314,477
Andhra Pradesh,Warangal,506317,31,29,60
Andhra Pradesh,Warangal,506318,24,44,68
Andhra Pradesh,Warangal,506319,200,501,701
Andhra Pradesh,Warangal,506324,15,22,37
Andhra Pradesh,Warangal,506330,343,964,1307
Andhra Pradesh,Warangal,506331,346,818,1164
Andhra Pradesh,Warangal,506332,84,240,324
Andhra Pradesh,Warangal,506342,257,1122,1379
Andhra Pradesh,Warangal,506343,61,185,246
Andhra Pradesh,Warangal,506344,138,558,696
Andhra Pradesh,Warangal,506345,305,691,996
Andhra Pradesh,Warangal,506347,180,576,756
Andhra Pradesh,Warangal,506348,225,575,800
Andhra Pradesh,Warangal,506349,164,773,937
Andhra Pradesh,Warangal,506352,13,106,119
Andhra Pradesh,Warangal,506355,3,8,11
Andhra Pradesh,Warangal,506356,285,758,1043
Andhra Pradesh,Warangal,506365,5,11,16
Andhra Pradesh,Warangal,506366,1,138,139
Andhra Pradesh,Warangal,506367,53,142,195
Andhra Pradesh,Warangal,506368,5,10,15
Andhra Pradesh,Warangal,506369,2,54,56
Andhra Pradesh,Warangal,506370,127,511,638
Andhra Pradesh,Warangal,506371,230,846,1076
Andhra Pradesh,Warangal,506381,592,694,1286
Andhra Pradesh,Warangal,506391,67,295,362
Andhra Pradesh,West Godavari,507114,1471,1336,2807
Andhra Pradesh,West Godavari,507121,621,602,1223
Andhra Pradesh,West Godavari,507135,287,375,662
Andhra Pradesh,West Godavari,507301,70,150,220
Andhra Pradesh,West Godavari,521105,374,258,632
Andhra Pradesh,West Godavari,521333,7,0,7
Andhra Pradesh,West Godavari,534001,3541,2417,5958
Andhra Pradesh,West Godavari,534002,2155,1280,3435
Andhra Pradesh,West Godavari,534003,1033,655,1688
Andhra Pradesh,West Godavari,534004,1458,877,2335
Andhra Pradesh,West Godavari,534005,1279,670,1949
Andhra Pradesh,West Godavari,534006,188,129,317
Andhra Pradesh,West Godavari,534007,1082,686,1768
Andhra Pradesh,West Godavari,534101,4035,2399,6434
Andhra Pradesh,West Godavari,534102,1176,671,1847
Andhra Pradesh,West Godavari,534111,612,358,970
Andhra Pradesh,West Godavari,534112,1347,913,2260
Andhra Pradesh,West Godavari,534122,881,458,1339
Andhra Pradesh,West Godavari,534123,1117,664,1781
Andhra Pradesh,West Godavari,534124,735,460,1195
Andhra Pradesh,West Godavari,534126,652,329,981
Andhra Pradesh,West Godavari,534134,2179,1384,3563
Andhra Pradesh,West Godavari,534145,1048,592,1640
Andhra Pradesh,West Godavari,534146,1133,664,1797
Andhra Pradesh,West Godavari,534156,817,497,1314
Andhra Pradesh,West Godavari,534165,389,218,607
Andhra Pradesh,West Godavari,534166,1072,628,1700
Andhra Pradesh,West Godavari,534176,736,358,1094
Andhra Pradesh,West Godavari,534186,638,361,999
Andhra Pradesh,West Godavari,534195,540,217,757
Andhra Pradesh,West Godavari,534196,641,313,954
Andhra Pradesh,West Godavari,534197,498,300,798
Andhra Pradesh,West Godavari,534198,1406,649,2055
Andhra Pradesh,West Godavari,534199,2158,1147,3305
Andhra Pradesh,West Godavari,534201,3534,1966,5500
Andhra Pradesh,West Godavari,534202,1565,943,2508
Andhra Pradesh,West Godavari,534204,473,320,793
Andhra Pradesh,West Godavari,534206,720,414,1134
Andhra Pradesh,West Godavari,534207,648,396,1044
Andhra Pradesh,West Godavari,534208,693,313,1006
Andhra Pradesh,West Godavari,534209,454,311,765
Andhra Pradesh,West Godavari,534210,671,521,1192
Andhra Pradesh,West Godavari,534211,2987,1745,4732
Andhra Pradesh,West Godavari,534215,41,24,65
Andhra Pradesh,West Godavari,534216,924,395,1319
Andhra Pradesh,West Godavari,534217,1032,782,1814
Andhra Pradesh,West Godavari,534218,864,458,1322
Andhra Pradesh,West Godavari,534222,1113,530,1643
Andhra Pradesh,West Godavari,534225,579,347,926
Andhra Pradesh,West Godavari,534227,507,196,703
Andhra Pradesh,West Godavari,534230,495,261,756
Andhra Pradesh,West Godavari,534235,2906,1398,4304
Andhra Pradesh,West Godavari,534236,780,333,1113
Andhra Pradesh,West Godavari,534237,1223,625,1848
Andhra Pradesh,West Godavari,534238,433,281,714
Andhra Pradesh,West Godavari,534239,1402,775,2177
Andhra Pradesh,West Godavari,534240,554,427,981
Andhra Pradesh,West Godavari,534243,664,443,1107
Andhra Pradesh,West Godavari,534244,520,460,980
Andhra Pradesh,West Godavari,534245,1224,640,1864
Andhra Pradesh,West Godavari,534247,792,427,1219
